Observation,Data_Marking,Statistical_Unit_Eng,Measure_Type_Eng,Obs_Type_Value,Unit_Multiplier,Unit_Of_Measure_Eng,Geographic_Area,Time_Dim_Item_ID,Time_Type,Statistical_Population_ID,SIC07,Turnover size band,Legal status,Entity Type
230,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,100-249,Non-profit Body or Mutual Association,Enterprise
115,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,250-499,Non-profit Body or Mutual Association,Enterprise
85,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,500-999,Non-profit Body or Mutual Association,Enterprise
80,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,1000-4999,Non-profit Body or Mutual Association,Enterprise
45,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,5000+,Non-profit Body or Mutual Association,Enterprise
10830,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,Total,Non-profit Body or Mutual Association,Enterprise
17480,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,0-49,Total,Enterprise
6710,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,50-99,Total,Enterprise
8935,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,100-249,Total,Enterprise
4525,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,250-499,Total,Enterprise
2730,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,500-999,Total,Enterprise
2700,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,1000-4999,Total,Enterprise
1835,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,5000+,Total,Enterprise
44915,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,Total,Total,Enterprise
9810,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,0-49,Company (incl. Building Society),Enterprise
12930,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,50-99,Company (incl. Building Society),Enterprise
17355,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,100-249,Company (incl. Building Society),Enterprise
7670,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,250-499,Company (incl. Building Society),Enterprise
4210,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,500-999,Company (incl. Building Society),Enterprise
3365,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,1000-4999,Company (incl. Building Society),Enterprise
905,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,5000+,Company (incl. Building Society),Enterprise
56245,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,Total,Company (incl. Building Society),Enterprise
4575,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,0-49,Sole Proprietor,Enterprise
1715,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,50-99,Sole Proprietor,Enterprise
1730,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,100-249,Sole Proprietor,Enterprise
555,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,250-499,Sole Proprietor,Enterprise
220,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,500-999,Sole Proprietor,Enterprise
115,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,1000-4999,Sole Proprietor,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,5000+,Sole Proprietor,Enterprise
8915,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,Total,Sole Proprietor,Enterprise
7680,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,0-49,Partnership,Enterprise
2785,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,50-99,Partnership,Enterprise
2615,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,100-249,Partnership,Enterprise
1070,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,250-499,Partnership,Enterprise
460,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,500-999,Partnership,Enterprise
305,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,1000-4999,Partnership,Enterprise
60,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,5000+,Partnership,Enterprise
14975,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,0-49,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,50-99,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,100-249,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,250-499,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,500-999,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,1000-4999,Public Corporation/Nationalised Body,Enterprise
50,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,5000+,Public Corporation/Nationalised Body,Enterprise
55,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,250-499,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,500-999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,1000-4999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,5000+,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,Total,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,50-99,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,100-249,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,1000-4999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,5000+,Local Authority,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,Total,Local Authority,Enterprise
1260,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,0-49,Non-profit Body or Mutual Association,Enterprise
660,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,50-99,Non-profit Body or Mutual Association,Enterprise
640,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,100-249,Non-profit Body or Mutual Association,Enterprise
305,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,250-499,Non-profit Body or Mutual Association,Enterprise
220,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,500-999,Non-profit Body or Mutual Association,Enterprise
200,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,1000-4999,Non-profit Body or Mutual Association,Enterprise
180,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,5000+,Non-profit Body or Mutual Association,Enterprise
3465,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,Total,Non-profit Body or Mutual Association,Enterprise
23330,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,0-49,Total,Enterprise
18090,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,50-99,Total,Enterprise
22350,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,100-249,Total,Enterprise
9605,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,250-499,Total,Enterprise
5115,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,500-999,Total,Enterprise
3985,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,1000-4999,Total,Enterprise
1200,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,5000+,Total,Enterprise
83675,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,68 : Property,Total,Total,Enterprise
58755,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",0-49,Company (incl. Building Society),Enterprise
104300,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",50-99,Company (incl. Building Society),Enterprise
107345,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",100-249,Company (incl. Building Society),Enterprise
21855,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",250-499,Company (incl. Building Society),Enterprise
13725,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",500-999,Company (incl. Building Society),Enterprise
13070,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",1000-4999,Company (incl. Building Society),Enterprise
3965,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",5000+,Company (incl. Building Society),Enterprise
323015,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",Total,Company (incl. Building Society),Enterprise
18825,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",0-49,Sole Proprietor,Enterprise
16735,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",50-99,Sole Proprietor,Enterprise
14720,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",100-249,Sole Proprietor,Enterprise
3815,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",250-499,Sole Proprietor,Enterprise
1255,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",500-999,Sole Proprietor,Enterprise
480,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",1000-4999,Sole Proprietor,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",5000+,Sole Proprietor,Enterprise
55840,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",Total,Sole Proprietor,Enterprise
2680,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",0-49,Partnership,Enterprise
2645,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",50-99,Partnership,Enterprise
3625,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",100-249,Partnership,Enterprise
2095,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",250-499,Partnership,Enterprise
1645,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",500-999,Partnership,Enterprise
1415,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",1000-4999,Partnership,Enterprise
240,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",5000+,Partnership,Enterprise
14345,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",0-49,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",50-99,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",100-249,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",250-499,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",500-999,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",1000-4999,Public Corporation/Nationalised Body,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",5000+,Public Corporation/Nationalised Body,Enterprise
25,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",50-99,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",500-999,Central Government,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",1000-4999,Central Government,Enterprise
20,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",5000+,Central Government,Enterprise
35,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",50-99,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",500-999,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",1000-4999,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",5000+,Local Authority,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",Total,Local Authority,Enterprise
230,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",0-49,Non-profit Body or Mutual Association,Enterprise
505,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",50-99,Non-profit Body or Mutual Association,Enterprise
660,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",100-249,Non-profit Body or Mutual Association,Enterprise
380,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",250-499,Non-profit Body or Mutual Association,Enterprise
285,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",500-999,Non-profit Body or Mutual Association,Enterprise
295,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",1000-4999,Non-profit Body or Mutual Association,Enterprise
70,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",5000+,Non-profit Body or Mutual Association,Enterprise
2425,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",Total,Non-profit Body or Mutual Association,Enterprise
80490,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",0-49,Total,Enterprise
124185,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",50-99,Total,Enterprise
126355,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",100-249,Total,Enterprise
28145,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",250-499,Total,Enterprise
16915,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",500-999,Total,Enterprise
15280,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",1000-4999,Total,Enterprise
4325,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",5000+,Total,Enterprise
395695,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,"69-75 : Professional, scientific & technical",Total,Total,Enterprise
17605,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,0-49,Company (incl. Building Society),Enterprise
22225,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,50-99,Company (incl. Building Society),Enterprise
40120,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,100-249,Company (incl. Building Society),Enterprise
16735,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,250-499,Company (incl. Building Society),Enterprise
10250,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,500-999,Company (incl. Building Society),Enterprise
10775,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,1000-4999,Company (incl. Building Society),Enterprise
3650,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,5000+,Company (incl. Building Society),Enterprise
121360,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,Total,Company (incl. Building Society),Enterprise
8350,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,0-49,Sole Proprietor,Enterprise
6445,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,50-99,Sole Proprietor,Enterprise
5555,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,100-249,Sole Proprietor,Enterprise
3075,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,250-499,Sole Proprietor,Enterprise
740,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,500-999,Sole Proprietor,Enterprise
290,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,1000-4999,Sole Proprietor,Enterprise
20,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,5000+,Sole Proprietor,Enterprise
24475,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,Total,Sole Proprietor,Enterprise
1990,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,0-49,Partnership,Enterprise
1795,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,50-99,Partnership,Enterprise
2230,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,100-249,Partnership,Enterprise
1000,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,250-499,Partnership,Enterprise
545,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,500-999,Partnership,Enterprise
295,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,1000-4999,Partnership,Enterprise
40,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,5000+,Partnership,Enterprise
7895,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,0-49,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,50-99,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,100-249,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,250-499,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,500-999,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,1000-4999,Public Corporation/Nationalised Body,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,5000+,Public Corporation/Nationalised Body,Enterprise
25,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,Total,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,500-999,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,1000-4999,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,5000+,Central Government,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,50-99,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,250-499,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,1000-4999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,5000+,Local Authority,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,Total,Local Authority,Enterprise
525,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,0-49,Non-profit Body or Mutual Association,Enterprise
250,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,50-99,Non-profit Body or Mutual Association,Enterprise
900,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,100-249,Non-profit Body or Mutual Association,Enterprise
620,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,250-499,Non-profit Body or Mutual Association,Enterprise
420,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,500-999,Non-profit Body or Mutual Association,Enterprise
290,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,1000-4999,Non-profit Body or Mutual Association,Enterprise
40,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,5000+,Non-profit Body or Mutual Association,Enterprise
3045,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,Total,Non-profit Body or Mutual Association,Enterprise
28475,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,0-49,Total,Enterprise
30720,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,50-99,Total,Enterprise
48810,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,100-249,Total,Enterprise
21430,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,250-499,Total,Enterprise
11965,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,500-999,Total,Enterprise
11660,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,1000-4999,Total,Enterprise
3765,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,5000+,Total,Enterprise
156825,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,77-82 : Business administration & support services,Total,Total,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,84 : Public administration & defence,0-49,Company (incl. Building Society),Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,84 : Public administration & defence,50-99,Company (incl. Building Society),Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,84 : Public administration & defence,100-249,Company (incl. Building Society),Enterprise
